@relation mxmh_survey_results1-weka.filters.unsupervised.attribute.NumericCleaner-min50.0-min-default50.0-max220.0-max-default220.0-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals-1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.supervised.attribute.NominalToBinary

@attribute Age numeric
@attribute 'Primary streaming service=Spotify' numeric
@attribute 'Primary streaming service=Pandora' numeric
@attribute 'Primary streaming service=YouTube Music' numeric
@attribute 'Primary streaming service=I do not use a streaming service.' numeric
@attribute 'Primary streaming service=Apple Music' numeric
@attribute 'Primary streaming service=Other streaming service' numeric
@attribute 'Hours per day' numeric
@attribute 'While working=No' numeric
@attribute Instrumentalist=No numeric
@attribute Composer=No numeric
@attribute 'Fav genre=Latin' numeric
@attribute 'Fav genre=Rock' numeric
@attribute 'Fav genre=Video game music' numeric
@attribute 'Fav genre=Jazz' numeric
@attribute 'Fav genre=R&B' numeric
@attribute 'Fav genre=K pop' numeric
@attribute 'Fav genre=Country' numeric
@attribute 'Fav genre=EDM' numeric
@attribute 'Fav genre=Hip hop' numeric
@attribute 'Fav genre=Pop' numeric
@attribute 'Fav genre=Rap' numeric
@attribute 'Fav genre=Classical' numeric
@attribute 'Fav genre=Metal' numeric
@attribute 'Fav genre=Folk' numeric
@attribute 'Fav genre=Lofi' numeric
@attribute 'Fav genre=Gospel' numeric
@attribute Exploratory=No numeric
@attribute 'Foreign languages=No' numeric
@attribute BPM numeric
@attribute Anxiety numeric
@attribute Depression numeric
@attribute Insomnia numeric
@attribute OCD numeric
@attribute 'Music effects' {'No effect',Improve,Worsen}

@data
19,1,0,0,0,0,0,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,3,0,0,Improve
23,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,7,6,7,5,Improve
23,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,117,7,3,2,3,Improve
22,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,128,2,7,5,0,Improve
17,1,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,7,8,6,5,Improve
28,1,0,0,0,0,0,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,130,4,7,1,0,Improve
23,1,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.376789,7,8,5,1,'No effect'
19,0,0,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,5,2,8,6,Improve
17,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,122,10,7,4,2,Improve
21,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,6,5,0,0,'No effect'
29,0,0,0,0,0,1,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,7,2,3,1,Improve
22,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,128,4,7,7,3,Improve
18,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130,4,5,6,5,Improve
13,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,7,10,5,6,Worsen
24,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,86,6,4,5,0,Improve
35,1,0,0,0,0,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,4,1,3,1,'No effect'
29,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,6,6,1,2,Improve
28,1,0,0,0,0,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,144,10,8,7,1,Improve
32,1,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120,10,8,2,8,Improve
32,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,120,3,6,2,0,'No effect'
21,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,8,9,2,0,Improve
18,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,8,3,8,7,Improve
19,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,122,3,3,1,2,Improve
18,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,123.376789,6,5,2,0,Improve
16,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,123.376789,0,0,4,0,'No effect'
25,1,0,0,0,0,0,1.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,61,6,5,0,2,Improve
17,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79,3,8,0,0,Improve
16,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126,1,8,0,0,'No effect'
27,1,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,185,5,6,6,3,Improve
53,1,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,0,0,0,0,Improve
25,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,107,0,8,0,0,Improve
34,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,120,3,7,0,0,Improve
22,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,8,8,8,5,Improve
17,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,5,2,3,4,Improve
26,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,160,8,8,3,0,Improve
19,1,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,174,6,8,8,0,Improve
21,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,136,6,8,6,0,Worsen
32,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,6,7,5,Improve
21,0,0,0,1,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,77,9,10,3,0,'No effect'
25,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,120,7,7,5,0,Improve
26,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,123.376789,10,7,2,8,'No effect'
21,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,123.376789,1,3,0,6,'No effect'
17,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,123.376789,5,3,2,1,Improve
28,0,0,0,1,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,6,8,1,6,Improve
41,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,60,7,2,0,7,Improve
18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,190,6,9,9,0,Improve
22,1,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,87,1,1,4,1,'No effect'
18,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,122,0,2,0,0,?
49,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,156,8,8,2,0,Improve
21,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,150,3,3,7,0,'No effect'
27,1,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,194,8,8,3,0,Improve
19,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160,6,4,0,3,'No effect'
27,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,171,1,0,0,0,Improve
27,1,0,0,0,0,0,1.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,95,5,5,4,4,Improve
19,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114,8,9,6,0,?
42,0,0,1,0,0,0,2.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,148,8,8,7,6,Improve
60,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,119,3,0,2,0,Improve
19,0,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,136,0,5,1,0,'No effect'
20,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,141,6,3,0,0,Improve
28,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,146,1,7,5,1,Improve
16,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123.376789,4,2,1,1,'No effect'
18,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,164,5,6,0,1,'No effect'
34,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.376789,1,0,0,0,'No effect'
18,0,0,1,0,0,0,1.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,123.376789,8,6,5,2,Improve
21,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,128,9,4,0,3,Improve
38,1,0,0,0,0,0,0.5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.376789,4,6,6,4,Improve
17,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123.376789,7,3,1,5,Improve
35,0,0,0,0,0,1,0.5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,123.376789,10,3,1,0,'No effect'
21,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,8,8,3,0,Improve
25,0,0,0,0,1,0,2.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,123.376789,7,6,5,4,Improve
18,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,7,2,3,5,Improve
16,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,145,10,3.5,5,10,Improve
19,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94,7,5,1,2,Improve
31,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,103,6,8,9,5,Improve
26,1,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,123.376789,2,9,2,1,'No effect'
16,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,112,7,4,10,2,Improve
26,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.376789,7,5,6,0,Improve
17,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,6,1,0,0,Improve
22,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.376789,3,6,1,1,Improve
20,0,0,0,0,1,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,9,10,3,0,Improve
30,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162,8,5,8,9,Improve
26,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,123.376789,8,7,7,3,Improve
19,1,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,9,9,9,3,'No effect'
21,1,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,85,9,8,9,7,Improve
33,1,0,0,0,0,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,9,3,7,8,Improve
28,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,10,8,6,2,Improve
25,1,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,9,6,3,0,Improve
22,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,120,7,7,8,3,Improve
19,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,9,10,4,0,Improve
44,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130,9,9,8,2,Improve
22,1,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,123.376789,9,10,3,9,Improve
26,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109,10,9,8,8,Improve
23,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,96,6,5,6,8,Improve
17,1,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,148,8,6,10,3,Improve
42,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,123.376789,8,3,6,4,Improve
30,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129,4,2,1,3,Improve
35,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81,2,1,1,1,'No effect'
20,1,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136,10,10,7,3,Improve
18,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,155,8,9,0,0,Improve
21,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,123.376789,4,9,6,2,'No effect'
19,1,0,0,0,0,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,2,0,0,Improve
37,1,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,9,2,7,7,Improve
31,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92,8,6,7,5,Improve
29,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,6,5,4,2,Improve
20,1,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,8,5,2,3,Improve
36,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,143,7,6,6,1,'No effect'
18,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118,10,2,0,0,Improve
18,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130,6,0,0,0,Improve
25,1,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,120,2,0,1,0,Improve
18,0,0,1,0,0,0,12,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,126,3,7,5,2,Improve
31,0,0,1,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158,9,0,2,0,Improve
17,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,160,5,4,1,1,Improve
21,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,123.376789,8,4,0,1,Improve
30,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,119,8,10,2,0,Improve
40,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,3,6,2,1,'No effect'
64,0,0,0,1,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,200,4,4,2,1,Improve
14,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,7,5,2,6,Improve
26,0,0,1,0,0,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,3,2,0,0,'No effect'
35,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,9,9,5,1,Improve
33,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,120,3,10,4,1,'No effect'
30,1,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89,9,0,5,0,'No effect'
31,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95,7,6,6,5,Improve
27,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140,0,9,4,0,Improve
53,0,0,0,1,0,0,1.5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,2,2,2,1,'No effect'
23,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,6,9,2,1,Improve
25,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,128,6,4,1,0,Improve
16,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,140,8,9,4,0,Improve
18,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123.376789,6,7,4,3,Improve
29,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,123.376789,7,2,2,0,Improve
31,0,0,1,0,0,0,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136,8,6,5,6,'No effect'
31,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,132,3,10,0,0,Worsen
38,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,107,9,4,9,7,Improve
17,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,135,7,9,2,8,Worsen
25,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,171,10,3,1,4,Improve
20,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,220,0,0,0,1,'No effect'
15,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,171,9,6,1,7,'No effect'
16,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,85,7,1,3,5,Improve
20,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,174,9,7,5,7,Improve
23,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87,3,1,2,7,Improve
22,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77,6,6,8,0,Improve
15,0,0,0,1,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,10,6,0,4,Improve
17,0,0,0,1,0,0,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,136,6,3,1,1,Improve
22,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,3,0,7,'No effect'
21,1,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92,9,10,2,2,'No effect'
19,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,120,7,5,0,2,'No effect'
32,0,0,0,0,1,0,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,123.376789,3,0,4,4,'No effect'
34,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,138,9,9,6,4,Improve
18,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150,5,7,7,2,Improve
21,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,108,0,8,0,5,Improve
20,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119,8,4,3,4,Improve
19,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,125,7,2,0,7,'No effect'
25,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,123.376789,9,9,6,9,'No effect'
31,1,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,123.376789,5,7,5,4,Improve
21,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,5,1,0,0,Improve
31,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,113,4,1,3,0,Improve
20,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,86,3,5,3,0,Improve
19,1,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141,2,2,0,6,Improve
19,0,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,0,1,3,5,Improve
23,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,123.376789,7,8,6,2,Improve
24,0,0,0,1,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,6,4,8,8,Improve
20,0,0,0,0,0,1,0.7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,144,5,6,8,2,Improve
15,1,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,84,6,6,2,6,'No effect'
17,1,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,84,8,9,3,4,Improve
20,0,0,0,1,0,0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,8,4,3,3,Worsen
14,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,8,6,5,7,Improve
24,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150,8,8,7,7,Improve
14,0,0,0,0,0,1,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,95,5,2,5,0,Improve
23,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138,6,8,4,2,'No effect'
28,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,123.376789,7,5,2,1,'No effect'
22,1,0,0,0,0,0,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,8,8,7,1,Improve
25,1,0,0,0,0,0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,10,2,0,0,Improve
27,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,8,7,7,5,Improve
18,1,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.376789,8,8,8,6,Improve
17,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,120,8,10,9,2,Improve
23,0,0,0,0,0,1,4.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123.376789,6,1,8,4,'No effect'
40,0,0,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,4,4,0,Improve
27,1,0,0,0,0,0,20,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.376789,8,10,10,8,'No effect'
18,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100,3,2,0,1,'No effect'
16,1,0,0,0,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,110,5,3,3,1,Improve
18,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,8,9,6,1,Improve
